TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC RX 020.1/11N/DDE7E.TNNN;GASC RX;020.1/11N/DDE7E.TNNN;n/a;finoox;251-1AYZ.0YE.3UF.00NN-R23.01.0800.000;GASC RX 020.1A/17-EN1_.E_Epoxy;860;E;1;1;1102;Axial;0,683;0,506;0,699;0,589;0,781;0,612;0,732;0,609;0,697;0,575;0,676;0,519;2,48;561;2000;6;VT03033U;0,036;0,26;C;43,97;65,1;0,5;230V 1~ - 0.59kW;;;GASC1;684;580;234;400;552;9,3;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA05750350230;H02LA06100240230;;AY7.001473.1;1;100;575;1;75;610;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC RX 020.1/21N/DDE7E.TNNN;GASC RX;020.1/21N/DDE7E.TNNN;n/a;finoox;251-1CKB.0YE.3UF.00NN-R23.01.0800.000;GASC RX 020.1A/27-EN1_.E_Epoxy;1421;E;2;1;1102;Axial;1,201;0,765;1,389;1,012;1,454;1,012;1,411;1,02;1,347;0,96;1,178;0,76;4,96;1123;2000;9;VT03033U;0,072;0,26;D;46,81;68,11;1;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;15,2;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC RX 020.1/21N/FDC7A.;GASC RX;020.1/21N/FDC7A.;n/a;finoox;251-1CLJ.0YE.3UJ.00NN-R23.;GASC RX 020.1B/27-AN1_.E_PC;1467;A;2;1;1102;Axial;1,226;0,711;1,542;1,017;1,572;0,994;1,537;1,01;1,451;0,943;1,192;0,698;7,44;1071;2000;8;VT03033U;0,071;0,26;C;47,04;68,34;1,5;;;;GASC2;1084;580;234;800;552;15,1;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GASC RX 020.1/31M/DDA4E.TNNN;GASC RX;020.1/31M/DDA4E.TNNN;n/a;finoox;251-1CLX.0YF.3UF.00NN-R23.01.0800.000;GASC RX 020.1A/34-EL1_.E;1661;E;3;1;1103;Axial;1,461;0,817;1,908;1,202;1,946;1,181;1,909;1,205;1,782;1,114;1,413;0,799;12,59;1210;1500;8;VT03033U;0,061;0,16;C;45,11;66,58;1,4;230V 1~ - 1.6kW;;;GASC3;1484;580;234;1200;552;20,9;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BB13901000230;H02LA14100560230;;AY7.004217.1;1;100;1390;1;75;1410;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC RX 020.1/31M/DDE4A.TNNN;GASC RX;020.1/31M/DDE4A.TNNN;n/a;finoox;251-1CM2.0YF.3UF.00NN-R23.01.0000.000;GASC RX 020.1A/34-AL1_.E_Epoxy;1649;A;3;1;1103;Axial;1,45;0,813;1,888;1,194;1,926;1,173;1,89;1,197;1,766;1,106;1,403;0,796;12,59;1210;1500;8;VT03033U;0,061;0,16;C;45,11;66,58;1,4;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;19,1;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC RX 020.1/21M/DDC7E.;GASC RX;020.1/21M/DDC7E.;n/a;finoox;251-1CKH.0YF.3UF.00NN-R23.;GASC RX 020.1A/27-EL1_.E_PC;1479;E;2;1;1103;Axial;1,016;0,668;1,144;0,865;1,21;0,87;1,171;0,874;1,113;0,824;0,998;0,666;4,96;879;1500;7;VT03033U;0,041;0,16;C;43,03;64,33;1;;;;GASC2;1084;580;234;800;552;15,2;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC RX 020.1/31M/DDC7E.;GASC RX;020.1/31M/DDC7E.;n/a;finoox;251-1CMM.0YF.3UF.00NN-R23.;GASC RX 020.1A/37-EL1_.E_PC;2128;E;3;1;1103;Axial;1,245;0,724;1,563;1,034;1,599;1,014;1,563;1,03;1,475;0,961;1,211;0,711;7,44;1319;1500;8;VT03033U;0,062;0,16;C;44,63;66,1;1,4;;;;GASC3;1484;580;234;1200;552;20,8;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC RX 031.1/3XN/DFA4A.TNNN;GASC RX;031.1/3XN/DFA4A.TNNN;n/a;finoox;251-1B3W.245.3U9.S5QZ-R23.01.0000.000;GASC RX 031.1C/34-ANX_.E;2429;A;3;1;2453;Axial;6,904;4,732;7,372;5,806;8,209;6,16;7,775;6,094;7,365;5,696;6,695;4,751;32,1;4955;1390;19;VT03159U;0,408;0,55;D;47,54;69,42;3,8;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;36,3;16;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;302;;;;;;;;no;no;D;E;Aluminum;4;4;4;yes;piece;1
GASC RX 031.1/3XN/FFE7A.TNNN;GASC RX;031.1/3XN/FFE7A.TNNN;n/a;finoox;251-1B4Y.245.3UB.SJ5F-R23.01.0000.000;GASC RX 031.1D/37-ANX_.E_Epoxy;2886;A;3;1;2453;Axial;7,861;5,706;8,109;6,659;8,82;6,838;8,259;6,793;8,028;6,456;7,649;5,765;28,47;5193;1390;20;VT03159U;0,407;0,55;C;47,71;69,59;5,7;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;41,7;22;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;338;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC RX 031.1/2XN/DFC7A.;GASC RX;031.1/2XN/DFC7A.;n/a;finoox;251-1B2Y.245.3UD.S5QX-R23.;GASC RX 031.1C/27-ANX_.E_PC;2127;A;2;1;2453;Axial;3,669;2,6;3,881;3,067;4,19;3,185;4,001;3,165;3,838;3,006;3,597;2,626;12,65;3666;1390;18;VT03159U;0,27;0,55;D;46,53;68,15;2,5;;;;GASC2;1644;580;337;1360;552;25,1;16;18;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;7;6;4;yes;piece;1
GASC RX 031.1/2XN/FFC7E.;GASC RX;031.1/2XN/FFC7E.;n/a;finoox;251-1B3P.245.3UA.S5QZ-R23.;GASC RX 031.1D/27-ENX_.E_PC;2535;E;2;1;2453;Axial;4,934;3,567;5,109;4,178;5,534;4,277;5,271;4,251;5,049;4,043;4,799;3,601;18,98;3462;1390;17;VT03159U;0,271;0,55;D;46,21;67,83;3,8;;;;GASC2;1644;580;337;1360;552;32,5;16;22;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Powder coated;7;6;6;yes;piece;1
GASC RX 031.1/4XN/DFC4E.;GASC RX;031.1/4XN/DFC4E.;n/a;finoox;251-1B5F.245.3UE.SJ3X-R23.;GASC RX 031.1C/44-ENX_.E_PC;4204;E;4;1;2453;Axial;8,811;6,347;8,687;7,282;10,026;7,978;9,181;7,768;8,602;7,177;8,449;6,539;42,8;6607;1390;22;VT03159U;0,544;0,55;E;48,54;70,67;5,1;;;;GASC4;3004;580;337;1360;552;52,1;22;28;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;4;2;4;yes;piece;1
GASC RX 031.1/4XN/FFC4E.;GASC RX;031.1/4XN/FFC4E.;n/a;finoox;251-1B5X.245.3UB.SJ5E-R23.;GASC RX 031.1D/44-ENX_.E_PC;4416;E;4;1;2453;Axial;9,692;6,42;10,844;8,225;11,565;8,397;11,155;8,415;10,583;7,879;9,485;6,375;64,2;6034;1390;20;VT03159U;0,546;0,55;D;48,4;70,53;7,4;;;;GASC4;3004;580;337;1360;552;61,3;22;22;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Powder coated;4;4;6;yes;piece;1
GASC RX 031.1/1WN/DFA7E.TNNN;GASC RX;031.1/1WN/DFA7E.TNNN;n/a;finoox;251-1B0M.246.3UC.S5QV-R23.01.0800.000;GASC RX 031.1C/17-ENW_.E;1135;E;1;1;2454;Axial;1,91;1,351;2,019;1,598;2,189;1,662;2,087;1,652;1,997;1,567;1,872;1,363;6,33;1728;1300;12;VT03159U;0,1;0,42;C;42,41;63,75;1,4;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;16,3;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC RX 031.1/1WN/DFE4A.TNNN;GASC RX;031.1/1WN/DFE4A.TNNN;n/a;finoox;251-1B0U.246.3UC.S5QV-R23.01.0000.000;GASC RX 031.1C/14-ANW_.E_Epoxy;1157;A;1;1;2454;Axial;2,181;1,489;2,316;1,824;2,541;1,946;2,437;1,916;2,307;1,786;2,108;1,496;10,7;1566;1300;11;VT03159U;0,101;0,42;D;42,43;63,78;1,3;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;14,5;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC RX 031.1/1WN/FFE7E.TNNN;GASC RX;031.1/1WN/FFE7E.TNNN;n/a;finoox;251-1B1T.246.3UK.S5QW-R23.01.0800.000;GASC RX 031.1D/17-ENW_.E_Epoxy;1390;E;1;1;2454;Axial;2,533;1,823;2,61;2,143;2,846;2,202;2,663;2,189;2,584;2,078;2,461;1,847;9,49;1639;1300;11;VT03159U;0,101;0,42;C;42,38;63,72;2;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;18,6;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC RX 031.1/3WN/FFE7E.TNNN;GASC RX;031.1/3WN/FFE7E.TNNN;n/a;finoox;251-1B4Z.246.3UB.SJ5F-R23.01.0800.000;GASC RX 031.1D/37-ENW_.E_Epoxy;3263;E;3;1;2454;Axial;7,657;5,569;7,854;6,48;8,569;6,665;8,014;6,622;7,783;6,29;7,439;5,644;28,47;4916;1300;19;VT03159U;0,303;0,42;C;46,61;68,49;5,7;400V 3~N - 4.05kW;;;GASC3;2324;580;337;2040;552;46,5;22;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BB22301600230;H02LA22800850230;;AY7.001479.1;2;100;2230;1;75;2280;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC RX 031.1/3WN/FFE7A.TNNN;GASC RX;031.1/3WN/FFE7A.TNNN;n/a;finoox;251-1B4Y.246.3UB.SJ5F-R23.01.0000.000;GASC RX 031.1D/37-ANW_.E_Epoxy;2886;A;3;1;2454;Axial;7,657;5,569;7,854;6,48;8,569;6,665;8,014;6,622;7,783;6,29;7,439;5,644;28,47;4916;1300;19;VT03159U;0,303;0,42;C;46,61;68,49;5,7;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;41,7;22;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;338;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC RX 031.1/1WN/FFC7E.;GASC RX;031.1/1WN/FFC7E.;n/a;finoox;251-1B1X.246.3UK.S5QW-R23.;GASC RX 031.1D/17-ENW_.E_PC;1475;E;1;1;2454;Axial;2,388;1,719;2,468;2,021;2,682;2,071;2,553;2,06;2,441;1,957;2,322;1,739;9,49;1639;1300;11;VT03159U;0,101;0,42;C;42,38;63,72;2;;;;GASC1;964;580;337;680;552;18,6;16;18;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC RX 031.1/1WN/DFC4E.;GASC RX;031.1/1WN/DFC4E.;n/a;finoox;251-1B0Z.246.3UC.S5QV-R23.;GASC RX 031.1C/14-ENW_.E_PC;1401;E;1;1;2454;Axial;1,978;1,346;2,112;1,657;2,312;1,761;2,223;1,739;2,104;1,622;1,913;1,352;10,7;1566;1300;11;VT03159U;0,101;0,42;D;42,43;63,78;1,3;;;;GASC1;964;580;337;680;552;16,3;16;18;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC RX 031.1/1WM/DDA7A.TNNN;GASC RX;031.1/1WM/DDA7A.TNNN;n/a;finoox;251-1AZW.247.3UG.S5QQ-R23.01.0000.000;GASC RX 031.1A/17-ALW_.E;873;A;1;1;2455;Axial;1,104;0,847;1,148;0,976;1,268;1,016;1,201;1,005;1,142;0,962;1,104;0,874;4,22;866;900;7;VT03159U;0,09;0,38;D;38,79;60,05;0,9;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,2;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Aluminum;7;8;4;yes;piece;1
GASC RX 031.1/1WM/DFE7A.TNNN;GASC RX;031.1/1WM/DFE7A.TNNN;n/a;finoox;251-1B12.247.3UC.S5QV-R23.01.0000.000;GASC RX 031.1C/17-ALW_.E_Epoxy;1157;A;1;1;2455;Axial;1,58;1,148;1,618;1,342;1,794;1,398;1,691;1,388;1,608;1,311;1,54;1,167;6,33;1208;900;8;VT03159U;0,088;0,38;D;38,32;59,66;1,4;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;14,5;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;12;4;yes;piece;1
GASC RX 031.1/1WM/DDC7A.;GASC RX;031.1/1WM/DDC7A.;n/a;finoox;251-1B0G.247.3UG.S5QQ-R23.;GASC RX 031.1A/17-ALW_.E_PC;1099;A;1;1;2455;Axial;1,026;0,787;1,068;0,907;1,18;0,945;1,117;0,934;1,062;0,895;1,026;0,813;4,22;866;900;7;VT03159U;0,09;0,38;E;38,79;60,05;0,9;;;;GASC1;964;580;234;680;552;13,2;16;18;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;7;8;4;yes;piece;1
GASC RX 031.1/2WM/DFC7A.;GASC RX;031.1/2WM/DFC7A.;n/a;finoox;251-1B2Y.247.3UD.S5QX-R23.;GASC RX 031.1C/27-ALW_.E_PC;2127;A;2;1;2455;Axial;3,007;2,192;3,068;2,55;3,391;2,655;3,154;2,634;3,052;2,492;2,924;2,226;12,65;2416;900;12;VT03159U;0,176;0,38;D;41,05;62,67;2,5;;;;GASC2;1644;580;337;1360;552;25,1;16;18;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;7;6;4;yes;piece;1
GASC RX 031.1/2WM/FFC7A.;GASC RX;031.1/2WM/FFC7A.;n/a;finoox;251-1B3N.247.3UA.S5QZ-R23.;GASC RX 031.1D/27-ALW_.E_PC;2274;A;2;1;2455;Axial;3,817;2,867;3,915;3,301;4,301;3,394;4,054;3,382;3,865;3,209;3,788;2,92;18,98;2263;900;11;VT03159U;0,178;0,38;C;41,09;62,71;3,8;;;;GASC2;1644;580;337;1360;552;29,2;16;22;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;7;6;6;yes;piece;1
GASC RX 031.1/2XM/DFE4A.TNNN;GASC RX;031.1/2XM/DFE4A.TNNN;n/a;finoox;251-1B2L.248.3UD.S5QX-R23.01.0000.000;GASC RX 031.1C/24-ALX_.E_Epoxy;2026;A;2;1;2456;Axial;3,254;2,347;3,274;2,698;3,6;2,839;3,377;2,802;3,202;2,624;3,144;2,376;21,4;1653;720;8;VT03159U;0,18;0,39;D;37,78;59,4;2,5;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;25,3;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;203;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GASC RX 031.1/2XM/DDE7E.TNNN;GASC RX;031.1/2XM/DDE7E.TNNN;n/a;finoox;251-1B25.248.3UH.S5QS-R23.01.0800.000;GASC RX 031.1A/27-ELX_.E_Epoxy;2223;E;2;1;2456;Axial;1,884;1,454;1,981;1,66;2,152;1,739;2,064;1,722;1,964;1,646;1,883;1,511;8,44;1385;720;8;VT03159U;0,18;0,39;E;38,55;60,08;1,7;230V 1~ - 1.8kW;;;GASC2;1644;580;234;1360;552;25,3;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;7;4;4;yes;piece;1
GASC RX 031.1/1XM/FFE7A.TNNN;GASC RX;031.1/1XM/FFE7A.TNNN;n/a;finoox;251-1B1S.248.3UK.S5QW-R23.01.0000.000;GASC RX 031.1D/17-ALX_.E_Epoxy;1201;A;1;1;2456;Axial;1,712;1,31;1,776;1,499;1,913;1,524;1,827;1,516;1,74;1,446;1,709;1,333;9,49;890;720;6;VT03159U;0,09;0,39;C;34,86;56,2;2;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;16,4;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;171;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC RX 031.1/1XM/DFC7A.;GASC RX;031.1/1XM/DFC7A.;n/a;finoox;251-1B16.248.3UC.S5QV-R23.;GASC RX 031.1C/17-ALX_.E_PC;1242;A;1;1;2456;Axial;1,283;0,953;1,318;1,107;1,456;1,144;1,351;1,14;1,304;1,078;1,271;0,972;6,33;946;720;6;VT03159U;0,09;0,39;D;34,82;56,16;1,4;;;;GASC1;964;580;337;680;552;14,5;16;18;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC RX 031.1/11N/FFE7E.TNNN;GASC RX;031.1/11N/FFE7E.TNNN;n/a;finoox;251-1B1T.24G.3UK.S5QW-R23.01.0800.000;GASC RX 031.1D/17-EN1_.E_Epoxy;1504;E;1;1;2464;Axial;2,539;1,827;2,617;2,148;2,854;2,207;2,671;2,194;2,591;2,082;2,467;1,851;9,49;1647;1350;11;VT03190;0,087;0,7;B;41,89;63,23;2;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;18;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC RX 031.1/41N/FFE7A.TNNN;GASC RX;031.1/41N/FFE7A.TNNN;n/a;finoox;251-1B60.24G.3UB.SJ5F-R23.01.0000.000;GASC RX 031.1D/47-AN1_.E_Epoxy;4179;A;4;1;2464;Axial;9,648;6,619;10,549;8,227;11,179;8,287;10,794;8,287;10,352;7,861;9,475;6,614;37,96;6590;1350;22;VT03190;0,346;0,7;B;47,13;69,25;7,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;52,1;22;22;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;423;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC RX 031.1/11N/DFC7E.;GASC RX;031.1/11N/DFC7E.;n/a;finoox;251-1B17.24G.3UC.S5QV-R23.;GASC RX 031.1C/17-EN1_.E_PC;1503;E;1;1;2464;Axial;1,788;1,264;1,894;1,496;2,05;1,555;1,956;1,546;1,871;1,466;1,754;1,274;6,33;1757;1350;12;VT03190;0,087;0,7;C;41,44;62,79;1,4;;;;GASC1;964;580;337;680;552;15,7;16;18;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC RX 031.1/11N/FFC7A.;GASC RX;031.1/11N/FFC7A.;n/a;finoox;251-1B1W.24G.3UK.S5QW-R23.;GASC RX 031.1D/17-AN1_.E_PC;1401;A;1;1;2464;Axial;2,394;1,722;2,476;2,026;2,689;2,076;2,558;2,065;2,447;1,961;2,328;1,742;9,49;1647;1350;11;VT03190;0,087;0,7;B;41,89;63,23;2;;;;GASC1;964;580;337;680;552;15,8;16;18;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC RX 031.1/11N/FFC7E.;GASC RX;031.1/11N/FFC7E.;n/a;finoox;251-1B1X.24G.3UK.S5QW-R23.;GASC RX 031.1D/17-EN1_.E_PC;1590;E;1;1;2464;Axial;2,394;1,722;2,476;2,026;2,689;2,076;2,558;2,065;2,447;1,961;2,328;1,742;9,49;1647;1350;11;VT03190;0,087;0,7;B;41,89;63,23;2;;;;GASC1;964;580;337;680;552;18;16;18;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC RX 031.1/11N/DFC4E.;GASC RX;031.1/11N/DFC4E.;n/a;finoox;251-1B0Z.24G.3UC.S5QV-R23.;GASC RX 031.1C/14-EN1_.E_PC;1520;E;1;1;2464;Axial;1,975;1,345;2,108;1,654;2,308;1,759;2,219;1,737;2,1;1,619;1,911;1,35;10,7;1561;1350;11;VT03190;0,086;0,7;D;42,45;63,79;1,3;;;;GASC1;964;580;337;680;552;15,7;16;18;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC RX 031.1/11M/DDA7E.TNNN;GASC RX;031.1/11M/DDA7E.TNNN;n/a;finoox;251-1AZX.24H.3UG.S5QQ-R23.01.0800.000;GASC RX 031.1A/17-EL1_.E;1132;E;1;1;2465;Axial;1,178;0,899;1,22;1,038;1,349;1,077;1,277;1,067;1,216;1,019;1,184;0,929;4,22;964;1000;8;VT03190;0,036;0,3;B;34,69;55,94;0,9;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;14,4;16;18;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;8;4;yes;piece;1
GASC RX 031.1/11M/DDE7A.TNNN;GASC RX;031.1/11M/DDE7A.TNNN;n/a;finoox;251-1B0C.24H.3UG.S5QQ-R23.01.0000.000;GASC RX 031.1A/17-AL1_.E_Epoxy;1135;A;1;1;2465;Axial;1,155;0,882;1,198;1,019;1,33;1,06;1,255;1,049;1,193;1,003;1,162;0,912;4,22;964;1000;8;VT03190;0,036;0,3;B;34,69;55,94;0,9;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;12,6;16;18;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;8;4;yes;piece;1
GASC RX 030.1/21N/FFA4E.;GASC RX;030.1/21N/FFA4E.;n/a;finoox;251-1HZA.345.3UA.S2SD-R23.;GASC RX 030.1D/24-EN1_.E;2495;E;2;1;3609;Axial;5,905;4,21;6,179;4,996;6,851;5,305;6,439;5,212;6,107;4,874;5,751;4,235;32,1;3128;1760;15;VT06103;0,211;0,76;C;46,43;68,05;3,8;;;;GASC2;1644;580;337;1360;552;32,4;16;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;4;6;6;yes;piece;1
GASC RX 030.1/21N/DFE4A.;GASC RX;030.1/21N/DFE4A.;n/a;finoox;251-1HYD.345.3UD.S5QX-R23.;GASC RX 030.1C/24-AN1_.E_Epoxy;2346;A;2;1;3609;Axial;4,504;3,088;4,793;3,778;5,251;4,026;5,052;3,973;4,784;3,707;4,362;3,105;21,4;3315;1760;16;VT06103;0,201;0,76;D;46,43;68,05;2,5;;;;GASC2;1644;580;337;1360;552;24,9;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GASC RX 030.1/21N/FFE4E.;GASC RX;030.1/21N/FFE4E.;n/a;finoox;251-1HZG.345.3UA.S2SD-R23.;GASC RX 030.1D/24-EN1_.E_Epoxy;2747;E;2;1;3609;Axial;5,805;4,148;6,059;4,908;6,653;5,221;6,312;5,122;5,985;4,789;5,656;4,176;32,1;3128;1760;15;VT06103;0,211;0,76;C;46,43;68,05;3,8;;;;GASC2;1644;580;337;1360;552;32,4;16;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;6;6;yes;piece;1
